client_id,soc_dem___age_bucket,soc_dem___gender_cd,soc_dem___income_bucket
1117,26-35,cat_4,60-100k
78979,<=25,cat_6,100-150k
161980,26-35,cat_6,30-60k
44296,26-35,cat_6,30-60k
59921,46-55,cat_6,30-60k
27151,56-65,cat_4,100-150k
47703,26-35,cat_4,150-250k
114628,26-35,cat_4,250k+
41756,36-45,cat_6,150-250k
116983,36-45,cat_4,100-150k
25436,26-35,cat_4,150-250k
62887,<=25,cat_4,100-150k
111231,26-35,cat_4,30-60k
69463,46-55,cat_4,60-100k
148971,36-45,cat_4,60-100k
79551,26-35,cat_4,30-60k
7422,26-35,cat_6,100-150k
121523,26-35,cat_4,250k+
145295,26-35,cat_4,100-150k
49418,26-35,cat_4,30-60k
34078,36-45,cat_4,30-60k
157602,46-55,cat_4,30-60k
44500,36-45,cat_4,60-100k
80573,36-45,cat_4,250k+
113023,26-35,cat_4,<=30k
167186,36-45,cat_4,60-100k
151958,36-45,cat_4,60-100k
44023,36-45,cat_6,60-100k
56717,<=25,cat_6,<=30k
103324,36-45,cat_6,150-250k
70375,<=25,cat_6,250k+
21373,<=25,cat_6,60-100k
37273,26-35,cat_4,60-100k
69540,46-55,cat_6,30-60k
159631,46-55,cat_6,60-100k
109994,26-35,cat_4,60-100k
158642,56-65,cat_4,<=30k
35714,36-45,cat_4,100-150k
74072,36-45,cat_4,<=30k
48866,26-35,cat_6,30-60k
112186,26-35,cat_6,150-250k
92349,46-55,cat_4,60-100k
95211,36-45,cat_6,<=30k
90247,36-45,cat_4,100-150k
160690,26-35,cat_4,<=30k
160647,26-35,cat_6,60-100k
23118,36-45,cat_6,<=30k
138061,26-35,cat_4,30-60k
43198,36-45,cat_4,<=30k
50889,36-45,cat_4,250k+
40615,<=25,cat_4,60-100k
15757,<=25,cat_4,60-100k
151435,26-35,cat_6,60-100k
94061,36-45,cat_4,100-150k
97723,<=25,cat_4,60-100k
19511,46-55,cat_4,<=30k
28299,26-35,cat_4,60-100k
31979,46-55,cat_4,100-150k
98028,36-45,cat_6,30-60k
54531,<=25,cat_4,60-100k
152461,56-65,cat_4,60-100k
64881,36-45,cat_6,30-60k
64587,<=25,cat_6,150-250k
7776,26-35,cat_6,<=30k
159676,26-35,cat_4,30-60k
123465,36-45,cat_4,60-100k
67617,<=25,cat_6,60-100k
148438,36-45,cat_4,250k+
145246,36-45,cat_4,30-60k
15196,46-55,cat_4,250k+
107761,<=25,cat_4,150-250k
51241,36-45,cat_6,30-60k
166459,<=25,cat_6,60-100k
104124,56-65,cat_6,60-100k
52248,46-55,cat_6,60-100k
56551,36-45,cat_4,60-100k
148966,<=25,cat_4,<=30k
165351,56-65,cat_4,60-100k
127074,26-35,cat_6,<=30k
10412,36-45,cat_6,100-150k
50094,36-45,cat_6,30-60k
50562,<=25,cat_4,60-100k
55489,36-45,cat_4,150-250k
152808,46-55,cat_4,<=30k
123123,36-45,cat_4,150-250k
36567,65+,cat_4,60-100k
143388,46-55,cat_4,60-100k
37432,46-55,cat_4,<=30k
53273,<=25,cat_4,60-100k
15104,46-55,cat_6,100-150k
118635,26-35,cat_4,150-250k
134485,36-45,cat_4,150-250k
167536,36-45,cat_6,60-100k
134705,26-35,cat_6,60-100k
112437,26-35,cat_4,150-250k
167612,36-45,cat_6,<=30k
48443,<=25,cat_6,60-100k
159337,26-35,cat_6,60-100k
32341,<=25,cat_4,60-100k
154132,65+,cat_4,60-100k
136386,26-35,cat_4,60-100k
19839,36-45,cat_4,150-250k
154920,56-65,cat_6,30-60k
143809,36-45,cat_4,60-100k
60649,26-35,cat_6,150-250k
31462,<=25,cat_6,60-100k
114125,26-35,cat_4,60-100k
104032,36-45,cat_6,100-150k
22050,<=25,cat_6,60-100k
88752,36-45,cat_6,30-60k
154590,26-35,cat_6,100-150k
97836,46-55,cat_6,60-100k
116041,26-35,cat_4,60-100k
109638,36-45,cat_4,60-100k
148307,36-45,cat_4,250k+
23369,26-35,cat_4,60-100k
47829,36-45,cat_4,60-100k
160128,36-45,cat_6,150-250k
65872,36-45,cat_4,150-250k
14221,<=25,cat_4,60-100k
131049,36-45,cat_4,<=30k
49121,36-45,cat_4,60-100k
41388,26-35,cat_6,60-100k
57306,56-65,cat_4,60-100k
14517,36-45,cat_6,60-100k
67349,46-55,cat_4,60-100k
150423,36-45,cat_6,100-150k
51688,26-35,cat_6,60-100k
124153,36-45,cat_4,100-150k
59953,26-35,cat_6,150-250k
39665,36-45,cat_6,100-150k
162288,36-45,cat_4,250k+
55249,36-45,cat_6,60-100k
1736,46-55,cat_4,150-250k
20984,<=25,cat_6,60-100k
139827,36-45,cat_4,30-60k
148543,36-45,cat_6,30-60k
21329,36-45,cat_6,60-100k
33266,26-35,cat_4,<=30k
37197,36-45,cat_6,60-100k
114098,36-45,cat_4,100-150k
68974,36-45,cat_6,100-150k
127465,<=25,cat_6,<=30k
133529,26-35,cat_6,100-150k
40043,36-45,cat_6,30-60k
117253,26-35,cat_6,60-100k
21714,46-55,cat_4,60-100k
48054,<=25,cat_6,60-100k
38462,<=25,cat_4,<=30k
62453,26-35,cat_4,60-100k
120536,36-45,cat_6,150-250k
150843,36-45,cat_4,<=30k
105504,<=25,cat_4,60-100k
62491,36-45,cat_4,250k+
105235,36-45,cat_4,100-150k
81766,36-45,cat_4,100-150k
100410,36-45,cat_6,60-100k
117851,36-45,cat_4,150-250k
57817,46-55,cat_4,<=30k
50092,26-35,cat_6,60-100k
30596,<=25,cat_6,<=30k
159656,26-35,cat_6,100-150k
93302,<=25,cat_6,60-100k
162082,36-45,cat_6,60-100k
24800,26-35,cat_4,100-150k
165679,36-45,cat_4,30-60k
53383,36-45,cat_6,60-100k
17328,36-45,cat_4,100-150k
11623,36-45,cat_6,60-100k
141493,36-45,cat_4,100-150k
26261,36-45,cat_4,60-100k
60419,26-35,cat_4,<=30k
110097,26-35,cat_4,60-100k
152975,<=25,cat_4,60-100k
68254,26-35,cat_4,30-60k
150810,36-45,cat_6,250k+
88575,36-45,cat_4,60-100k
30611,36-45,cat_4,30-60k
150023,36-45,cat_4,60-100k
138746,36-45,cat_4,60-100k
59163,26-35,cat_4,60-100k
53412,46-55,cat_4,60-100k
48084,26-35,cat_4,250k+
45082,26-35,cat_4,100-150k
64463,65+,cat_4,30-60k
51419,26-35,cat_4,<=30k
165382,36-45,cat_4,60-100k
120402,46-55,cat_4,150-250k
18758,<=25,cat_6,60-100k
45897,46-55,cat_4,30-60k
91968,36-45,cat_4,150-250k
152439,<=25,cat_4,60-100k
2632,56-65,cat_4,60-100k
147328,26-35,cat_6,100-150k
39175,26-35,cat_4,30-60k
27776,26-35,cat_6,100-150k
96370,26-35,cat_6,150-250k
156074,<=25,cat_6,<=30k
103391,26-35,cat_6,250k+
63843,46-55,cat_4,30-60k
79914,<=25,cat_4,150-250k
149258,46-55,cat_4,30-60k
46422,36-45,cat_4,60-100k
31742,26-35,cat_6,60-100k
44663,26-35,cat_4,150-250k
89924,26-35,cat_6,30-60k
44792,<=25,cat_4,60-100k
41233,36-45,cat_4,60-100k
159550,<=25,cat_4,60-100k
151830,26-35,cat_4,60-100k
20603,36-45,cat_6,60-100k
158750,<=25,cat_6,100-150k
158079,36-45,cat_4,30-60k
152615,<=25,cat_4,30-60k
67879,<=25,cat_4,250k+
99463,26-35,cat_6,60-100k
33209,36-45,cat_4,100-150k
113446,26-35,cat_6,100-150k
161962,65+,cat_6,60-100k
123993,26-35,cat_4,100-150k
60102,26-35,cat_4,60-100k
68464,36-45,cat_4,60-100k
69663,26-35,cat_6,60-100k
12847,46-55,cat_4,60-100k
82975,26-35,cat_4,100-150k
105504,<=25,cat_4,60-100k
162247,26-35,cat_6,250k+
11288,<=25,cat_4,150-250k
72194,65+,cat_4,100-150k
75317,36-45,cat_4,150-250k
90905,65+,cat_4,60-100k
37278,<=25,cat_4,<=30k
13482,<=25,cat_4,30-60k
19118,<=25,cat_4,100-150k
39032,56-65,cat_6,250k+
149721,46-55,cat_4,30-60k
88813,<=25,cat_4,60-100k
71605,<=25,cat_6,60-100k
115473,26-35,cat_4,60-100k
64405,26-35,cat_4,<=30k
14123,36-45,cat_6,100-150k
13871,26-35,cat_4,60-100k
89866,36-45,cat_4,60-100k
151532,26-35,cat_4,60-100k
52841,26-35,cat_6,60-100k
106303,<=25,cat_6,60-100k
14448,36-45,cat_4,60-100k
79146,26-35,cat_6,30-60k
62657,36-45,cat_4,100-150k
55874,<=25,cat_4,100-150k
3344,26-35,cat_6,150-250k
80479,36-45,cat_6,150-250k
322,26-35,cat_4,150-250k
11359,36-45,cat_4,60-100k
54522,36-45,cat_4,150-250k
148802,<=25,cat_4,60-100k
76470,36-45,cat_6,30-60k
49886,26-35,cat_4,250k+
59536,<=25,cat_6,<=30k
131717,26-35,cat_6,60-100k
91557,<=25,cat_4,<=30k
8030,26-35,cat_6,250k+
156989,46-55,cat_4,60-100k
71134,46-55,cat_6,100-150k
36373,36-45,cat_6,150-250k
121715,26-35,cat_6,150-250k
32026,36-45,cat_6,<=30k
129221,26-35,cat_4,250k+
109350,26-35,cat_6,250k+
3746,26-35,cat_6,60-100k
129282,36-45,cat_6,60-100k
102574,46-55,cat_4,60-100k
26000,26-35,cat_6,150-250k
153992,46-55,cat_4,150-250k
14733,36-45,cat_6,60-100k
149258,46-55,cat_4,30-60k
16408,46-55,cat_6,60-100k
88028,36-45,cat_6,150-250k
166305,36-45,cat_4,150-250k
73108,<=25,cat_4,60-100k
66319,56-65,cat_6,100-150k
45782,36-45,cat_6,100-150k
115686,36-45,cat_6,60-100k
21173,26-35,cat_4,60-100k
112003,26-35,cat_4,60-100k
85734,36-45,cat_4,60-100k
134877,26-35,cat_6,30-60k
115145,56-65,cat_4,<=30k
22025,36-45,cat_4,150-250k
139067,36-45,cat_4,60-100k
167422,<=25,cat_6,60-100k
161043,<=25,cat_4,30-60k
81121,26-35,cat_4,60-100k
60974,26-35,cat_4,250k+
4912,36-45,cat_4,150-250k
144270,36-45,cat_6,60-100k
100042,36-45,cat_6,60-100k
41370,26-35,cat_6,60-100k
65566,36-45,cat_4,150-250k
114912,<=25,cat_4,30-60k
94387,26-35,cat_4,60-100k
11719,26-35,cat_4,100-150k
127129,36-45,cat_6,60-100k
59433,36-45,cat_4,250k+
74413,26-35,cat_6,150-250k
85483,36-45,cat_4,250k+
63586,36-45,cat_4,30-60k
103276,36-45,cat_6,30-60k
161793,<=25,cat_4,<=30k
9866,26-35,cat_4,250k+
163032,36-45,cat_4,30-60k
118113,<=25,cat_4,60-100k
42590,<=25,cat_4,60-100k
129373,36-45,cat_4,60-100k
115690,26-35,cat_4,150-250k
130012,36-45,cat_6,30-60k
126424,26-35,cat_6,30-60k
23387,36-45,cat_6,60-100k
8723,36-45,cat_4,30-60k
146761,36-45,cat_6,60-100k
45447,<=25,cat_4,30-60k
144203,<=25,cat_4,60-100k
46011,26-35,cat_6,60-100k
142201,26-35,cat_4,100-150k
166600,36-45,cat_6,<=30k
147401,36-45,cat_4,<=30k
103517,56-65,cat_6,60-100k
38958,26-35,cat_4,60-100k
43502,46-55,cat_6,60-100k
78185,26-35,cat_6,150-250k
163253,<=25,cat_4,<=30k
18923,26-35,cat_4,60-100k
48924,36-45,cat_4,60-100k
133005,36-45,cat_4,60-100k
101480,46-55,cat_4,150-250k
150586,26-35,cat_6,60-100k
50602,<=25,cat_4,60-100k
77537,26-35,cat_4,<=30k
114405,<=25,cat_4,<=30k
162083,36-45,cat_4,150-250k
155030,26-35,cat_4,30-60k
150567,36-45,cat_6,150-250k
128700,26-35,cat_6,150-250k
147776,26-35,cat_6,100-150k
69791,<=25,cat_4,60-100k
86369,46-55,cat_6,150-250k
131145,36-45,cat_4,60-100k
114707,<=25,cat_4,60-100k
144498,36-45,cat_6,150-250k
141766,26-35,cat_4,60-100k
139691,36-45,cat_6,60-100k
49240,26-35,cat_6,60-100k
95520,<=25,cat_6,30-60k
46569,36-45,cat_4,60-100k
119823,26-35,cat_4,60-100k
83772,<=25,cat_6,60-100k
69369,26-35,cat_6,60-100k
90666,<=25,cat_6,60-100k
115300,26-35,cat_4,60-100k
73525,<=25,cat_6,60-100k
130666,36-45,cat_6,30-60k
35069,26-35,cat_4,30-60k
131564,36-45,cat_6,100-150k
94149,36-45,cat_4,30-60k
59331,26-35,cat_6,60-100k
101556,26-35,cat_6,100-150k
14817,46-55,cat_6,60-100k
121537,36-45,cat_6,30-60k
23642,26-35,cat_4,30-60k
122597,36-45,cat_4,150-250k
51180,26-35,cat_4,60-100k
97604,<=25,cat_4,<=30k
158601,36-45,cat_6,60-100k
27483,46-55,cat_6,60-100k
132260,36-45,cat_6,100-150k
154646,36-45,cat_4,150-250k
158082,36-45,cat_4,30-60k
147401,36-45,cat_4,<=30k
15485,26-35,cat_4,150-250k
154997,26-35,cat_6,30-60k
21942,46-55,cat_6,60-100k
122849,26-35,cat_4,60-100k
38288,<=25,cat_6,100-150k
93699,36-45,cat_4,60-100k
36827,26-35,cat_6,60-100k
73297,36-45,cat_6,60-100k
158694,<=25,cat_4,60-100k
65453,26-35,cat_4,250k+
75223,26-35,cat_4,60-100k
126214,26-35,cat_4,150-250k
145325,36-45,cat_4,30-60k
39821,36-45,cat_4,250k+
85284,<=25,cat_4,30-60k
40201,26-35,cat_4,250k+
62643,36-45,cat_4,150-250k
149050,36-45,cat_6,250k+
54286,36-45,cat_4,150-250k
159795,56-65,cat_4,<=30k
317,36-45,cat_4,30-60k
7245,<=25,cat_6,60-100k
17917,36-45,cat_4,60-100k
3306,56-65,cat_4,60-100k
18999,26-35,cat_4,60-100k
41057,26-35,cat_4,60-100k
21510,36-45,cat_6,250k+
126214,26-35,cat_4,150-250k
98139,36-45,cat_4,60-100k
166008,46-55,cat_6,100-150k
69636,<=25,cat_4,60-100k
49584,26-35,cat_6,100-150k
8035,36-45,cat_6,30-60k
124958,46-55,cat_6,30-60k
18936,26-35,cat_6,100-150k
160729,26-35,cat_4,100-150k
166786,36-45,cat_6,150-250k
153441,36-45,cat_6,30-60k
149344,36-45,cat_4,60-100k
17530,26-35,cat_6,60-100k
106624,26-35,cat_6,30-60k
38645,<=25,cat_6,150-250k
7187,26-35,cat_6,60-100k
128807,<=25,cat_4,30-60k
84387,36-45,cat_4,60-100k
160124,<=25,cat_4,30-60k
11319,36-45,cat_4,100-150k
151958,36-45,cat_4,60-100k
111387,46-55,cat_4,60-100k
46046,36-45,cat_4,60-100k
43324,26-35,cat_6,<=30k
39192,46-55,cat_6,60-100k
139554,46-55,cat_4,150-250k
36552,36-45,cat_4,<=30k
126002,<=25,cat_4,<=30k
110725,<=25,cat_4,30-60k
25807,26-35,cat_4,150-250k
144987,65+,cat_4,60-100k
152404,26-35,cat_6,60-100k
70629,46-55,cat_4,30-60k
151093,<=25,cat_6,30-60k
60439,26-35,cat_6,150-250k
92186,46-55,cat_4,60-100k
90507,26-35,cat_6,100-150k
81451,36-45,cat_4,150-250k
101485,<=25,cat_4,30-60k
166928,36-45,cat_4,60-100k
139588,26-35,cat_4,60-100k
84698,56-65,cat_4,60-100k
98699,<=25,cat_4,100-150k
72214,36-45,cat_4,60-100k
155641,26-35,cat_4,60-100k
26629,36-45,cat_6,60-100k
167144,26-35,cat_4,60-100k
87465,36-45,cat_6,30-60k
163400,36-45,cat_4,250k+
166245,<=25,cat_4,150-250k
31446,46-55,cat_6,60-100k
71130,36-45,cat_6,60-100k
159535,36-45,cat_6,30-60k
91475,46-55,cat_4,60-100k
82953,26-35,cat_6,60-100k
159213,26-35,cat_4,60-100k
26531,36-45,cat_4,150-250k
106793,<=25,cat_6,60-100k
135787,26-35,cat_4,60-100k
96359,36-45,cat_6,100-150k
53549,36-45,cat_6,250k+
12232,26-35,cat_4,60-100k
75992,46-55,cat_4,<=30k
10007,36-45,cat_6,60-100k
116233,36-45,cat_4,30-60k
20825,<=25,cat_6,<=30k
130909,46-55,cat_4,30-60k
62891,<=25,cat_6,30-60k
13425,36-45,cat_6,60-100k
50314,26-35,cat_4,250k+
17766,<=25,cat_6,<=30k
116092,36-45,cat_6,60-100k
30889,26-35,cat_4,150-250k
3774,36-45,cat_4,250k+
76862,<=25,cat_4,150-250k
137257,26-35,cat_6,100-150k
35163,36-45,cat_4,60-100k
24751,26-35,cat_4,60-100k
96323,36-45,cat_4,100-150k
5379,36-45,cat_4,60-100k
72567,26-35,cat_4,60-100k
161618,36-45,cat_6,60-100k
150940,<=25,cat_4,60-100k
115595,26-35,cat_4,100-150k
122766,26-35,cat_6,60-100k
47409,<=25,cat_6,150-250k
58029,46-55,cat_4,60-100k
71823,46-55,cat_4,<=30k
166469,26-35,cat_4,<=30k
95904,<=25,cat_4,<=30k
97964,46-55,cat_4,60-100k
31612,46-55,cat_4,60-100k
19196,36-45,cat_6,60-100k
118654,56-65,cat_4,<=30k
45303,36-45,cat_4,30-60k
96642,36-45,cat_6,60-100k
75998,36-45,cat_4,60-100k
20406,46-55,cat_4,60-100k
110836,36-45,cat_4,60-100k
119014,<=25,cat_6,30-60k
52842,<=25,cat_4,30-60k
24637,<=25,cat_6,150-250k
29809,26-35,cat_4,60-100k
133110,36-45,cat_4,60-100k
40438,<=25,cat_4,60-100k
78192,46-55,cat_4,30-60k
113631,<=25,cat_4,60-100k
68890,26-35,cat_4,250k+
164473,36-45,cat_6,30-60k
67543,46-55,cat_4,100-150k
7435,26-35,cat_6,60-100k
92186,46-55,cat_4,60-100k
117638,26-35,cat_4,150-250k
138924,36-45,cat_6,60-100k
99971,36-45,cat_4,100-150k
160357,36-45,cat_6,250k+
61588,36-45,cat_4,100-150k
111621,26-35,cat_6,60-100k
73930,<=25,cat_4,60-100k
127731,36-45,cat_4,30-60k
19587,26-35,cat_6,<=30k
160598,<=25,cat_4,<=30k
101213,26-35,cat_6,60-100k
134101,36-45,cat_4,250k+
68721,36-45,cat_6,60-100k
76601,36-45,cat_4,60-100k
11365,26-35,cat_4,150-250k
10901,26-35,cat_6,60-100k
18442,36-45,cat_4,150-250k
97143,36-45,cat_6,60-100k
34721,26-35,cat_4,150-250k
65884,36-45,cat_4,250k+
149682,26-35,cat_4,250k+
50054,46-55,cat_4,250k+
74798,<=25,cat_4,<=30k
103638,26-35,cat_4,60-100k
11151,36-45,cat_6,60-100k
115324,36-45,cat_4,100-150k
124540,<=25,cat_4,60-100k
142952,26-35,cat_6,250k+
30040,36-45,cat_6,100-150k
4149,26-35,cat_6,<=30k
144653,36-45,cat_6,30-60k
33205,36-45,cat_6,150-250k
126516,26-35,cat_4,100-150k
51751,36-45,cat_6,60-100k
115443,36-45,cat_6,150-250k
122714,26-35,cat_4,30-60k
76172,46-55,cat_4,60-100k
93174,36-45,cat_4,<=30k
155916,26-35,cat_6,100-150k
119597,<=25,cat_4,60-100k
12879,36-45,cat_4,250k+
100233,36-45,cat_4,30-60k
52650,65+,cat_4,60-100k
137452,26-35,cat_6,30-60k
99381,<=25,cat_6,100-150k
100338,36-45,cat_6,<=30k
19023,36-45,cat_4,60-100k
87996,56-65,cat_4,60-100k
96230,36-45,cat_6,60-100k
14770,26-35,cat_4,60-100k
125010,36-45,cat_6,60-100k
27427,<=25,cat_4,100-150k
156284,26-35,cat_6,60-100k
107135,26-35,cat_4,60-100k
123733,26-35,cat_4,<=30k
91743,36-45,cat_6,30-60k
127197,26-35,cat_4,60-100k
119541,26-35,cat_4,60-100k
21103,26-35,cat_4,<=30k
91391,26-35,cat_4,100-150k
20553,36-45,cat_6,<=30k
38356,36-45,cat_4,150-250k
47883,26-35,cat_4,<=30k
50671,46-55,cat_4,250k+
28266,26-35,cat_4,60-100k
53209,26-35,cat_6,150-250k
83060,26-35,cat_4,100-150k
146685,36-45,cat_4,60-100k
